"","kudos_count","kilojoules","average_heartrate","energy_per_hr"
"663",11,3116.4,165.4,18.8415961305925
"664",0,270.9,159.9,1.69418386491557
"665",10,3666.3,161.1,22.7579143389199
"666",26,591.5,110.2,5.36751361161524
"667",0,302.8,144.6,2.09405255878285
"668",29,2033.8,122.8,16.5618892508143
"669",1,446.2,151.5,2.94521452145215
"670",1,628.8,130,4.83692307692308
"671",42,879.4,135.7,6.48047162859248
"672",0,1226.1,147.6,8.30691056910569
"673",8,436.4,135.7,3.21591746499632
"674",2,421.4,141.4,2.98019801980198
"675",0,524.2,139.7,3.75232641374374
"676",0,1624,142.3,11.4125087842586
"677",15,909.8,123.9,7.34301856335755
"678",0,2460.1,161.7,15.2139764996908
"679",7,1095.3,129.5,8.45791505791506
"680",0,263.3,121,2.17603305785124
"681",0,1245.8,140.6,8.86059743954481
"682",2,2214,133.3,16.609152288072
"683",9,1230.4,151,8.14834437086093
"684",6,2817.5,132.3,21.2962962962963
"685",1,433.5,162.1,2.67427513880321
"686",13,827.6,161.2,5.13399503722084
"687",0,309.5,145.4,2.12861072902338
"688",0,1399.9,168.2,8.32282996432818
"689",0,41.8,126.5,0.330434782608696
"690",2,633,149.6,4.23128342245989
"691",0,46.7,94,0.496808510638298
"692",17,1785.7,166.6,10.718487394958
"693",5,617.3,115.6,5.33996539792388
"694",1,1518.7,145.9,10.4091843728581
"695",3,659.4,141.4,4.66336633663366
"696",3,2238.6,128.6,17.4074650077761
"697",1,905.4,147.9,6.12170385395537
"698",0,1932.3,147.8,13.073748308525
"699",10,821.8,156.6,5.2477650063857
"700",1,1026.8,117.7,8.72387425658454
"701",13,1803.3,126,14.3119047619048
"702",2,1593.8,136.6,11.6676427525622
"703",5,201.2,151.7,1.32630191166777
"704",9,980.2,146.7,6.68166325835038
"705",4,712,103.6,6.87258687258687
"706",2,370.4,124,2.98709677419355
"707",0,76.5,119.4,0.64070351758794
"708",2,2258.7,155.7,14.5067437379576
"709",4,910.2,146,6.23424657534247
"710",1,784.4,143.5,5.46620209059233
"711",57,1619.2,135.7,11.9322033898305
"712",2,357,130.3,2.73983115886416
"713",4,2129.4,164.5,12.9446808510638
"714",0,376.5,119.2,3.15855704697987
"715",13,996.7,152,6.55723684210526
"716",0,280.8,152.5,1.84131147540984
"717",6,2635.7,119.2,22.1115771812081
"718",1,654.8,135.7,4.82535003684598
"719",0,446.2,145.6,3.06456043956044
"720",1,669.8,136.4,4.91055718475073
"721",4,463.5,112.4,4.12366548042705
"722",0,190.8,102.7,1.85783836416748
"723",1,99.9,107.4,0.930167597765363
"724",3,550.4,168.4,3.26840855106888
"725",0,13.6,126.9,0.107171000788022
"726",0,255.9,143.3,1.7857641311933
"727",2,1148.2,163.6,7.01833740831296
"728",21,373.7,157.3,2.37571519389701
"729",5,930.8,127,7.32913385826772
"730",0,849.3,106.2,7.99717514124294
"731",1,1063.1,135.5,7.84575645756458
"732",4,1497.8,144.3,10.3797643797644
"733",7,2149.2,135.5,15.8612546125461
"734",0,1066.1,126,8.46111111111111
"735",13,1801.5,129,13.9651162790698
"736",0,669.8,111.5,6.00717488789238
"737",2,586.5,148.5,3.94949494949495
"738",17,3009.6,133.9,22.4764749813293
"739",0,0.1,84,0.00119047619047619
"740",36,397.4,155.1,2.56221792392005
"741",2,506.4,162.5,3.11630769230769
"742",2,1750.3,163.2,10.7248774509804
"743",0,549.4,138.8,3.95821325648415
"744",3,523,158.5,3.29968454258675
"745",0,1197.7,113,10.5991150442478
"746",0,397.4,118.6,3.35075885328836
"747",13,781.7,117.9,6.63019508057676
"748",0,2446.6,139.5,17.5383512544803
"749",4,870.9,120.1,7.25145711906744
"750",6,1154.4,138.3,8.3470715835141
"751",3,912,145,6.28965517241379
"752",11,1419,157.3,9.02097902097902
"753",0,715.1,139.7,5.11882605583393
"754",0,546.2,150.7,3.62441937624419
"755",6,1724.8,138,12.4985507246377
"756",0,672.4,133.5,5.03670411985019
"757",0,1448.8,130.5,11.1019157088123
"758",87,1922.1,126.6,15.1824644549763
"759",1,287.6,162.1,1.77421344848859
"760",0,283.2,134.5,2.10557620817844
"761",1,1997.7,143.4,13.9309623430962
"762",6,637.1,148.3,4.29602157788267
"763",0,759.5,126.7,5.99447513812155
"764",21,1003.1,152.4,6.58202099737533
"765",8,218.6,132,1.65606060606061
"766",6,1794.3,157.5,11.392380952381
"767",1,1005.8,145.2,6.92699724517906
"768",21,523.3,132.2,3.95839636913767
"769",5,402.6,118.3,3.40321217244294
"770",6,713.7,127.8,5.58450704225352
"771",0,333.9,97.7,3.41760491299898
"772",1,1658.7,144.8,11.4551104972376
"773",4,230,137.7,1.67029774872912
"774",3,934.5,113.9,8.20456540825285
"775",0,1020.6,116.8,8.73801369863014
"776",1,427,120.6,3.54063018242123
"777",1,300.6,122.8,2.44788273615635
"778",0,98.1,123.4,0.794975688816856
"779",2,555.1,148.2,3.74561403508772
"780",28,1902.2,139.2,13.6652298850575
"781",2,1245.1,146.4,8.50478142076503
"782",2,975.5,159.3,6.12366603892028
"783",16,475.3,141.3,3.36376503892427
"784",10,1503.1,140.1,10.7287651677373
"785",0,1278,129.4,9.87635239567233
"786",12,787.5,148.9,5.2887844190732
"787",10,1242.4,143.5,8.65783972125436
"788",8,1626.9,156.8,10.375637755102
"789",10,1276.5,115.5,11.0519480519481
"790",0,714.8,139.1,5.13874910136592
"791",5,1227.1,154.4,7.94753886010363
"792",0,397.8,145.6,2.73214285714286
"793",9,1090.5,142.8,7.63655462184874
"794",0,808.5,135.7,5.95799557848195
"795",0,309.9,135.9,2.280353200883
"796",1,381.9,114.3,3.34120734908136
"797",0,1433.7,136.4,10.5109970674487
"798",1,272.9,140.1,1.94789436117059
"799",19,2260,149.4,15.1271753681392
"800",4,1070.1,160.6,6.66313823163138
"801",0,843.6,135.2,6.2396449704142
"802",1,239.6,124,1.93225806451613
"803",0,286.4,155.9,1.83707504810776
"804",0,1197.4,127.9,9.36200156372166
"805",0,1833.7,133.4,13.7458770614693
"806",0,279.4,181.2,1.54194260485651
"807",3,1291.1,121.8,10.6001642036125
"808",4,722.2,145.3,4.97040605643496
"809",8,234.1,129.4,1.80911901081917
"810",38,529.1,129.7,4.07941403238242
"811",0,441.7,125.1,3.53077537969624
"812",3,877.2,129.9,6.75288683602771
"813",0,201.8,131.2,1.53810975609756
"814",0,906.1,153,5.92222222222222
"815",16,946.1,144.7,6.53835521769178
"816",1,349.9,151.3,2.31262392597488
"817",14,675,141.4,4.77369165487977
"818",12,1364.9,137.3,9.94100509832484
"819",0,478.2,143.4,3.3347280334728
"820",0,607.7,121.7,4.99342645850452
"821",0,832.4,100.6,8.27435387673956
"822",0,272.1,143.7,1.89352818371608
"823",5,699.9,136.9,5.11249086924763
"824",1,128.6,136.2,0.944199706314244
"825",0,1092.7,125.1,8.73461231015188
"826",1,248,139.7,1.77523264137437
"827",3,381.9,132.7,2.87792012057272
"828",1,557.6,146.3,3.81134654818865
"829",3,584.3,128.2,4.55772230889236
"830",6,477.8,114.8,4.16202090592335
"831",1,56.6,109.9,0.51501364877161
"832",0,534.7,128.2,4.17082683307332
"833",0,109.7,120.9,0.907361455748553
"834",3,606.8,132.7,4.57272042200452
"835",0,287.6,122.6,2.34584013050571
"836",0,127.9,150,0.852666666666667
"837",5,705.4,152.7,4.61951538965291
"838",0,552.8,156.3,3.53678822776711
"839",0,224.1,144.5,1.55086505190311
"840",9,402,173.2,2.32101616628176
"841",1,328.5,122.1,2.69041769041769
"842",0,440.8,124.2,3.54911433172303
"843",27,1591.1,145.9,10.9054146675805
"844",0,1320,133.8,9.86547085201794
"845",0,313.2,119,2.63193277310924
"846",17,612.2,51.1,11.9804305283757
"847",0,1231.6,158,7.79493670886076
"848",3,971.3,154.2,6.29896238651102
"849",2,2136,147.3,14.5010183299389
"850",29,1513.4,170.1,8.89711934156379
"851",15,775,128.2,6.04524180967239
"852",12,1567.5,123.8,12.6615508885299
"853",10,929.4,150.5,6.17541528239203
"854",0,1133,128.3,8.83086515978176
"855",0,927.4,150.8,6.1498673740053
"856",1,60.8,147.7,0.411645226811104
"857",4,1763.4,163.6,10.778728606357
"858",4,1200.7,141.7,8.47353563867325
"859",0,249.9,172.9,1.44534412955466
"860",0,5.5,84.2,0.0653206650831354
"861",0,553.4,147.4,3.75440976933514
"862",3,637,145.1,4.39007580978635
"863",6,1397.2,148.6,9.40242261103634
"864",0,1123.1,144.9,7.75086266390614
"865",2,880.7,149,5.91073825503356
"866",1,979.5,124.7,7.85485164394547
"867",0,487.7,121.3,4.02061005770816
"868",0,811.1,140.9,5.75656493967353
"869",9,513.4,147.8,3.47361299052774
"870",11,798.5,107,7.46261682242991
"871",0,2.5,37,0.0675675675675676
"872",0,1280.7,132.9,9.63656884875846
"873",0,238.1,140.7,1.69225302061123
"874",1,318.4,129.5,2.45868725868726
"875",3,322.7,151.2,2.13425925925926
"876",0,699.5,172.6,4.05272305909618
"877",0,334.3,146.9,2.27569775357386
"878",4,2285.4,149.7,15.2665330661323
"879",0,956.6,126.1,7.58604282315623
"880",0,639.3,120.3,5.3142144638404
"881",10,13.7,122.2,0.112111292962357
"882",6,2796.5,132.1,21.1695685087055
"883",0,469.2,143.8,3.26286509040334
"884",2,1121.5,132.8,8.44503012048193
"885",0,929.3,125.7,7.39299920445505
"886",17,347.3,159.5,2.17742946708464
"887",3,626.7,86.1,7.2787456445993
"888",0,793.5,139.2,5.70043103448276
"889",0,321.1,128.6,2.49688958009331
"890",1,548.3,140.6,3.89971550497866
"891",2,963.3,114.5,8.41310043668122
"892",3,419.8,109.1,3.84784601283226
"893",12,499.3,139.3,3.58435032304379
"894",12,2495.4,130.4,19.1365030674847
"895",1,18.4,82.5,0.223030303030303
"896",0,702.8,106.7,6.58669165885661
"897",33,765.7,114.3,6.69903762029746
"898",2,378.2,113.7,3.32629727352682
"899",2,68.8,130.3,0.528012279355334
"900",0,2076.7,169.6,12.2446933962264
"901",37,706,160.1,4.40974391005622
"902",4,2090.5,150.3,13.9088489687292
"903",0,1890.8,143,13.2223776223776
"904",3,674,155,4.34838709677419
"905",6,376.5,118.8,3.16919191919192
"906",4,401.7,130.3,3.08288564850345
"907",3,355,145.8,2.43484224965706
"908",52,916.1,159.3,5.75078468298807
"909",0,536.7,97.9,5.48212461695608
"910",1,654.5,119.1,5.49538203190596
"911",0,588.1,143.1,4.10971348707198
"912",0,115.4,122.3,0.94358135731807
"913",0,725.2,135.5,5.3520295202952
"914",0,8.3,81.3,0.102091020910209
"915",2,1228.7,126.4,9.72072784810127
"916",0,712.9,128.1,5.56518345042935
"917",2,783.2,143.2,5.46927374301676
"918",1,1319.7,163.9,8.05186089078707
"919",0,657.3,154.7,4.24886877828054
"920",15,864.6,145.7,5.93411118737131
"921",0,156.2,106.9,1.46117867165575
"922",0,294.6,100.7,2.92552135054618
"923",3,922.8,146.4,6.30327868852459
"924",2,206.3,135.2,1.5258875739645
"925",2,106.9,129.9,0.822940723633564
"926",7,2134,146.7,14.546693933197
"927",1,854,157.8,5.41191381495564
"928",0,216.3,162.5,1.33107692307692
"929",7,203,113.2,1.79328621908127
"930",0,1327.3,130.4,10.1786809815951
"931",0,840.6,151.9,5.5339038841343
"932",5,633.7,145.4,4.35832187070151
"933",0,1431.2,136.2,10.5080763582966
"934",0,1733.5,140.5,12.3380782918149
"935",3,728.9,138.5,5.26281588447653
"936",0,1696.6,122.7,13.8272208638957
"937",2,194.3,127.9,1.51915559030493
"938",0,964.6,151.4,6.37120211360634
"939",22,2083.7,122.1,17.0655200655201
"940",22,1793.1,126.3,14.1971496437055
"941",0,975.1,153,6.37320261437909
"942",3,742.2,154.3,4.8101101749838
"943",9,411.2,145.2,2.83195592286501
"944",7,1185.5,153.5,7.72312703583062
"945",0,951.9,146,6.51986301369863
"946",0,304.7,96.7,3.15098241985522
"947",0,840,145.6,5.76923076923077
"948",2,316.3,155.2,2.03801546391753
"949",0,911.9,136.9,6.66106647187728
"950",23,1527.3,151.9,10.0546412113232
"951",4,782,153.2,5.10443864229765
"952",4,950.7,146.5,6.48941979522184
"953",0,214.7,130.1,1.65026902382782
"954",1,129.6,102.2,1.26810176125245
"955",3,861.4,139.1,6.19266714593817
"956",9,1643.1,133.9,12.2710978342046
"957",0,389.9,154.8,2.5187338501292
"958",0,173.4,91.7,1.89094874591058
"959",1,29.2,102.5,0.284878048780488
"960",0,2340.5,136.7,17.121433796635
"961",0,2183.1,141.9,15.384778012685
"962",2,606.3,140,4.33071428571429
"963",6,1229.6,155.1,7.9277885235332
"964",4,2038.2,148.2,13.753036437247
"965",0,1115.4,127.5,8.74823529411765
"966",0,950,142.7,6.6573230553609
"967",0,722,94.9,7.60800842992624
"968",16,1227.8,132.5,9.26641509433962
"969",0,1287.6,145.6,8.84340659340659
"970",0,528.2,148.1,3.56650911546253
"971",0,213.5,127.7,1.67188723570869
"972",0,500.7,156.7,3.19527760051053
"973",9,1109.1,162.4,6.82943349753694
"974",0,734.1,150.4,4.88098404255319
"975",1,837.6,140.8,5.94886363636364
"976",0,808.3,138.3,5.84454085321764
"977",0,1342.3,124.8,10.755608974359
"978",0,245.6,154.4,1.59067357512953
"979",3,1781.5,158.9,11.2114537444934
"980",0,506.8,153.4,3.30378096479791
"981",1,425.5,109.9,3.87170154686078
"982",0,50.8,94.3,0.538706256627784
"983",3,355,145.8,2.43484224965706
"984",1,117.8,150.4,0.783244680851064
"985",0,1608.2,138,11.6536231884058
"986",7,896.3,146.4,6.12226775956284
"987",0,604.6,125.8,4.8060413354531
"988",1,99.4,124.5,0.798393574297189
"989",1,1267.9,93.5,13.5604278074866
"990",0,292.8,131.2,2.23170731707317
"991",1,1248.2,145.7,8.56691832532601
"992",0,407.1,140.3,2.90163934426229
"993",1,219.7,131.2,1.67454268292683
"994",1,842,157.8,5.33586818757921
"995",1,1781.3,137,13.0021897810219
"996",0,850,136.5,6.22710622710623
"997",2,70,129.2,0.541795665634675
"998",0,1956.8,142.1,13.7705840957072
"999",0,607.3,118.5,5.12489451476793
"1000",30,994.6,134.3,7.40580789277736
"1001",15,670.5,154.5,4.33980582524272
"1002",1,657.9,126.6,5.19668246445498
"1003",0,289.9,129.9,2.23171670515781
"1004",4,1736.6,166.1,10.4551475015051
"1005",13,1398.7,125.7,11.1272871917263
"1006",3,333.6,141.9,2.35095137420719
"1007",3,2032.8,142.3,14.2853127196065
"1008",2,911.5,117.8,7.73769100169779
"1009",5,606.2,147.9,4.09871534820825
"1010",0,840.4,157.9,5.32235592146928
"1011",2,330.9,123.9,2.67070217917676
"1012",3,627,139.7,4.48818897637795
"1013",0,1499.9,136.3,11.004402054292
"1014",0,307.2,125.3,2.45171588188348
"1015",0,904,152.4,5.93175853018373
"1016",19,2140,126,16.984126984127
"1017",7,1016.2,120.1,8.46128226477935
"1018",1,842.9,112.3,7.50578806767587
"1019",5,648.3,120.5,5.38008298755187
"1020",0,617.6,147.8,4.1786197564276
"1021",3,461.6,135.3,3.41167775314117
"1022",0,1330.4,137.4,9.68267831149927
"1023",0,318,120.8,2.63245033112583
"1024",0,646.5,142.8,4.52731092436975
"1025",0,277.6,140,1.98285714285714
"1026",1,3594.5,152.4,23.5859580052493
"1027",1,1255.4,146.9,8.54594962559564
"1028",1,420.4,141.3,2.97523000707714
"1029",2,337.4,98.5,3.4253807106599
"1030",0,251.9,127.8,1.97104851330203
"1031",0,0.5,80,0.00625
"1032",3,1437.5,113.8,12.6318101933216
"1033",0,526,144.8,3.63259668508287
"1034",0,577.7,108.2,5.33918669131238
"1035",1,688.6,143.6,4.79526462395543
"1036",39,726.9,112.3,6.47284060552093
"1037",1,175.6,163.2,1.07598039215686
"1038",2,1906.1,136.6,13.9538799414348
"1039",7,1821.4,139.5,13.0566308243728
"1040",10,1053.1,160.4,6.56546134663342
"1041",11,882.2,161.6,5.45915841584158
"1042",32,2020.5,142.2,14.2088607594937
"1043",3,729.6,124.5,5.86024096385542
"1044",9,205.1,143.6,1.42827298050139
"1045",0,660.9,124.9,5.29143314651721
"1046",19,1966.5,148.8,13.2157258064516
"1047",0,748.5,145.9,5.13022618231665
"1048",2,537.7,122.5,4.38938775510204
"1049",7,1090.2,147,7.41632653061225
"1050",0,808.9,156,5.18525641025641
"1051",6,518.6,167.8,3.09058402860548
"1052",7,1652,139.4,11.8507890961263
"1053",0,286.2,125.8,2.27503974562798
"1054",0,220,136.7,1.60936356986101
"1055",1,4934.6,135.1,36.5255366395263
"1056",2,126.7,116.1,1.09130060292851
"1057",5,2187.9,132.5,16.5124528301887
"1058",0,174.1,53,3.28490566037736
"1059",7,1196.7,135.6,8.82522123893805
"1060",0,1605.7,119.1,13.4819479429051
"1061",0,641.7,142.7,4.4968465311843
"1062",0,1489.8,148.6,10.0255720053836
"1063",0,260.4,101.4,2.56804733727811
"1064",0,760.7,150.6,5.05112881806109
"1065",3,540.8,155.1,3.48678272082527
"1066",9,1735.6,108.9,15.9375573921028
"1067",3,1469.6,150.1,9.79080612924717
"1068",2,1361.8,118.8,11.462962962963
"1069",14,1732.2,153.4,11.2920469361147
"1070",14,658.8,128.5,5.12684824902724
"1071",0,2618.2,146.7,17.8473074301295
"1072",2,882.6,148.4,5.94743935309973
"1073",0,1652.8,129.8,12.73343605547
"1074",1,650.3,116.6,5.57718696397942
"1075",42,1548.2,151.6,10.212401055409
"1076",1,2114.9,131.5,16.0828897338403
"1077",0,972.6,147.1,6.61182868796737
"1078",0,612.8,111.5,5.49596412556054
"1079",8,1084.4,139,7.80143884892086
"1080",0,47.5,109.8,0.432604735883424
"1081",1,1353.2,111.1,12.1800180018002
"1082",14,1032.7,130.6,7.90735068912711
"1083",1,404.5,142.1,2.84658691062632
"1084",2,757.8,134.2,5.6467958271237
"1085",0,402.6,127.2,3.16509433962264
"1086",3,956.7,125.6,7.61703821656051
"1087",0,703.9,154.8,4.54715762273902
"1088",4,722.2,145.3,4.97040605643496
"1089",6,692.8,126.1,5.49405233941316
"1090",0,1447.4,161.5,8.96222910216718
"1091",3,637.7,143.7,4.43771746694503
"1092",1,215.7,135.3,1.59423503325942
"1093",40,1414.2,134.5,10.5144981412639
"1094",0,87.6,124.2,0.705314009661836
"1095",4,868.4,123.8,7.01453957996769
"1096",3,618.3,122.6,5.04323001631321
"1097",0,150.1,123.3,1.21735604217356
"1098",0,1242,143.9,8.63099374565671
"1099",3,281.2,146.4,1.9207650273224
"1100",4,2386.6,124.5,19.1694779116466
"1101",11,474.5,122.6,3.87030995106036
"1102",2,1160.3,120.9,9.59718775847808
"1103",0,702.2,136,5.16323529411765
"1104",0,289.3,147.9,1.95605138607167
